RHEA_ID,Protein,Stoichiometry,Subunit,KEGG_ID,EC,DeltaG,RevIndex
RHEA:48999,SAPIG2574,1,0,R04089,1.13.11.2       1.13.11.-,-245.04890956784462,-65.93646770887236
RHEA:17096,SAPIG0113,1,0,R03364,4.6.1.13,,
RHEA:20855,SAPIG2145,1,0,R00086,3.6.1.5         3.6.1.8         3.6.1.15        3.6.1.-,-46.75659080866504,-12.581016767099491
RHEA:20855,SAPIG2147,1,0,R00086,3.6.1.5         3.6.1.8         3.6.1.15        3.6.1.-,-46.75659080866504,-12.581016767099491
RHEA:23519,SAPIG2484,1,0,R01514,2.7.1.31,-15.35646689161706,-3.0990278178767188
RHEA:18440,SAPIG0561,1,0,R05634,2.7.1.148,-9.579787988854036,-1.9332591068213951
RHEA:26437,SAPIG1373,1,1,R00674,4.2.1.20        4.2.1.122,-33.55455851102428,-9.028683570350976
RHEA:26437,SAPIG1374,1,1,R00674,4.2.1.20        4.2.1.122,-33.55455851102428,-9.028683570350976
RHEA:49003,SAPIG2356,1,0,R11382,1.14.13.222,62.95799629093892,10.164243285408666
RHEA:47951,SAPIG2676,1,0,R02135,3.1.3.1         3.1.3.2         3.1.3.100,-90.82309377087265,-24.438198889373265
RHEA:24563,SAPIG0604,1,0,R00586,2.3.1.30,-6.396159021443339,-1.2907835425241334
RHEA:12071,SAPIG2112,1,0,R01625,2.7.8.7         2.7.8.-,,
RHEA:18408,SAPIG1438,1,0,R00396,1.4.1.1,16.458126883900007,2.6570795693216893
RHEA:18408,SAPIG1762,1,0,R00396,1.4.1.1,16.458126883900007,2.6570795693216893
RHEA:22631,SAPIG1064,1,0,R04591,6.3.2.6,-77.4450899856331,-10.419258106583474
RHEA:30722,SAPIG0241,1,0,R00927,2.3.1.9         2.3.1.16,31.287948434194504,6.314097067131489
RHEA:30722,SAPIG0434,1,0,R00927,2.3.1.9         2.3.1.16,31.287948434194504,6.314097067131489
RHEA:14360,SAPIG1274,1,0,R00549,2.7.1.26,-14.284346533652752,-2.8826674508148735
RHEA:18988,SAPIG1040,1,0,R01717,5.4.4.2,0.9684274705763869,0.3908690315414317
RHEA:15892,SAPIG0468,1,0,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG0791,1,0,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG1066,1,0,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG2169,1,0,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG0537,1,1,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG0538,1,1,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG0594,1,2,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG0595,1,2,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG1199,1,3,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG1200,1,3,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG1984,1,4,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG1985,1,4,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG2724,1,5,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:15892,SAPIG2726,1,5,R00256,1.4.1.13        1.4.1.14        1.4.7.1         2.6.1.85,-31.460373814728683,-8.465191401186765
RHEA:31242,SAPIG1899,1,0,R04972,4.1.1.37,-90.89041228992653,-12.228156300653945
RHEA:39131,SAPIG0241,1,0,R07937,2.3.1.16        2.3.1.176,-30.1738207224289,-6.089259362222051
RHEA:25600,SAPIG1042,1,0,R08166,4.2.99.20,-108.25439999880246,-29.128522801641672
RHEA:28513,SAPIG0280,1,0,R05133,3.2.1.86,9.598608042331563,2.582742809790355
RHEA:19129,SAPIG2161,1,0,R08233,2.7.1.21,-20.600512760895867,-4.157307964072848
RHEA:18868,SAPIG1581,1,0,R02662,2.3.1.168,,
RHEA:20775,SAPIG1821,1,0,R00066,2.5.1.9,-96.85222606988168,-19.545364499023904
RHEA:16172,SAPIG1311,1,0,R00253,6.3.1.2,-15.296216993936468,-2.057912682956379
RHEA:18684,SAPIG2142,1,0,R00660,2.5.1.7,-14.775426928271905,-2.98177044204845
RHEA:18684,SAPIG2166,1,0,R00660,2.5.1.7,-14.775426928271905,-2.98177044204845
RHEA:18460,SAPIG1820,1,0,R07281,4.1.99.12,-105.31793171086449,-28.338393407525174
RHEA:17664,SAPIG1245,1,1,R00405,6.2.1.5,-1.2140582230074415,-0.1633361906388287
RHEA:17664,SAPIG1246,1,1,R00405,6.2.1.5,-1.2140582230074415,-0.1633361906388287
RHEA:22071,SAPIG2095,1,0,R04439,1.1.1.86        1.1.1.383,15.621488413442364,3.1525107625064486
RHEA:17828,SAPIG1612,1,0,R00299,2.7.1.1         2.7.1.2,-20.401307562184343,-4.1171071511756
RHEA:10679,SAPIG2098,1,1,R04001,4.2.1.33,-3.695077414270429,-1.491377903114303
RHEA:10679,SAPIG2099,1,1,R04001,4.2.1.33,-3.695077414270429,-1.491377903114303
RHEA:45848,SAPIG1230,1,0,R04964,1.1.1.100       1.1.1.-         2.3.1.85        2.3.1.86,15.621783797516855,3.1525703727976873
RHEA:13988,SAPIG1332,1,0,R01771,2.7.1.39,-39.408859791519944,-7.952946053717127
RHEA:27889,SAPIG0159,1,0,R03537,3.1.4.16,-33.042701129984835,-13.336433530229371
RHEA:27889,SAPIG1290,1,0,R03537,3.1.4.16,-33.042701129984835,-13.336433530229371
RHEA:25097,SAPIG1476,1,0,R01665,2.7.4.14        2.7.4.25,1.5285486244640651,0.30847034943807417
RHEA:35326,SAPIG1397,1,0,R04198,1.17.1.8,47.5531850838438,9.596520113875883
RHEA:23923,SAPIG2002,1,0,R04559,4.3.2.2,6.763580433072974,1.8199085382920508
RHEA:28041,SAPIG0808,1,1,R02024,1.17.4.1,,
RHEA:28041,SAPIG0809,1,1,R02024,1.17.4.1,,
RHEA:11043,SAPIG2727,1,0,R03457,4.2.1.19,-41.32791617365092,-16.68044645698249
RHEA:18620,SAPIG1839,1,0,R00341,4.1.1.49,-6.4854972254510415,-1.0470500255710122
RHEA:28193,SAPIG0481,1,0,R02556,3.5.4.4,-36.19591009447143,-9.73940451865833
RHEA:28193,SAPIG1184,1,0,R02556,3.5.4.4,-36.19591009447143,-9.73940451865833
RHEA:49303,SAPIG2374,1,0,R04111,2.7.1.208,,
RHEA:20715,SAPIG2477,1,0,R03210,2.3.1.47,,
RHEA:42403,SAPIG2250,1,0,R04393,2.7.1.207,,
RHEA:27653,SAPIG1675,1,0,R00968,2.7.1.48,-18.737671784163524,-3.7813753978179374
RHEA:78970,SAPIG2059,1,0,R02027,3.1.4.3         3.1.4.-,,
RHEA:21235,SAPIG0008,1,0,R01168,4.3.1.3,-9.981514871475056,-2.6857733591604864
RHEA:27657,SAPIG2268,1,0,R08648,2.2.1.6,-18.29778538883579,-3.6926036650067706
RHEA:27657,SAPIG2093,1,1,R08648,2.2.1.6,-18.29778538883579,-3.6926036650067706
RHEA:27657,SAPIG2268,1,1,R08648,2.2.1.6,-18.29778538883579,-3.6926036650067706
RHEA:13900,SAPIG1790,1,0,R01715,5.4.99.5,-48.66944600768517,-19.643576627746423
RHEA:21871,SAPIG1822,1,0,R03459,3.5.4.26,261.0538391137608,70.24298970910556
RHEA:44964,SAPIG1006,1,0,R04725,1.3.1.10        1.3.1.39        1.3.1.104       1.3.1.-,-56.20429766451798,-11.342366911339944
RHEA:15056,SAPIG1070,1,0,R04325,2.1.2.2,,
RHEA:24299,SAPIG1198,1,0,R01993,3.5.2.3,-7.288873537091774,-2.9418774529138174
RHEA:24804,SAPIG0629,1,0,R02199,2.6.1.42,-5.927241421868416,-1.1961531372602807
RHEA:12644,SAPIG1776,1,0,R01513,1.1.1.95,30.842812574235055,6.22426596063512
RHEA:30070,SAPIG2659,1,0,R02566,1.2.1.8,-42.433693873323364,-8.56337585050115
RHEA:30070,SAPIG2660,1,0,R02566,1.2.1.8,-42.433693873323364,-8.56337585050115
RHEA:27509,SAPIG0858,1,0,R06728,3.1.1.1         3.1.1.84,-45.96958655325125,-12.369253814285905
RHEA:17020,SAPIG1092,1,0,R02569,2.3.1.12,,
RHEA:12596,SAPIG1285,1,0,R01801,2.7.8.5,,
RHEA:22171,SAPIG0167,1,0,R00291,5.1.3.2,2.918375668718454,1.1778916913903104
RHEA:59132,SAPIG0129,1,0,R12312,6.3.2.56,,
RHEA:13704,SAPIG0012,1,0,R01776,2.3.1.31,-28.499947545579573,-5.751461639916181
RHEA:30214,SAPIG0277,1,0,R00294,1.7.2.5,62.22830419635885,7.176027332882482
RHEA:13196,SAPIG1062,1,0,R07405,5.4.99.18,30.72840507305534,12.402355671064766
RHEA:24307,SAPIG1600,1,1,R03425,1.4.4.2,,
RHEA:24307,SAPIG1601,1,1,R03425,1.4.4.2,,
RHEA:17297,SAPIG1291,1,1,R01197,"1.2.7.3, 1.2.7.11",-45.63679303743902,-4.604890309075947
RHEA:17297,SAPIG1292,1,1,R01197,"1.2.7.3, 1.2.7.11",-45.63679303743902,-4.604890309075947
RHEA:15308,SAPIG2659,1,0,R02565,1.2.1.8,-42.435837968311944,-8.563808541826614
RHEA:15308,SAPIG2660,1,0,R02565,1.2.1.8,-42.435837968311944,-8.563808541826614
RHEA:43439,SAPIG1112,1,0,R04178,1.3.3.15,-0.001821400711548904,-0.00018378483515865934
RHEA:23703,SAPIG1061,1,0,R01655,3.5.4.9,,
RHEA:16848,SAPIG1749,1,0,R00351,2.3.3.1         2.3.3.3         2.3.3.16,-38.761241776173165,-7.822252824663679
RHEA:49583,SAPIG2325,1,0,R11372,4.6.1.17,-180.79145907892283,-48.64641195351623
RHEA:19320,SAPIG1063,1,0,R07404,6.3.4.18,,
RHEA:31146,SAPIG0242,1,0,R04748,1.1.1.35        1.1.1.211,16.721467710377965,3.374493231804303
RHEA:22939,SAPIG0778,1,0,R02059,3.5.1.25,-25.841015133428158,-6.953164014949565
RHEA:16372,SAPIG2576,1,0,R00704,1.1.1.28,20.630539814882695,4.163367605020914
RHEA:16372,SAPIG2610,1,0,R00704,1.1.1.28,20.630539814882695,4.163367605020914
RHEA:23707,SAPIG1820,1,0,R00425,3.5.4.25,-151.570262182495,-24.470235878167273
RHEA:11299,SAPIG0181,1,0,R00264,1.2.1.3         1.2.1.26,-43.07969758620948,-8.693743303562803
RHEA:11299,SAPIG2164,1,0,R00264,1.2.1.3         1.2.1.26,-43.07969758620948,-8.693743303562803
RHEA:30738,SAPIG1104,1,0,R01186,3.1.3.25,-39.99854312159754,-10.762596950911837
RHEA:29366,SAPIG0025,1,0,R01664,3.1.3.5         3.1.3.89        3.1.3.-,-33.50367807425616,-9.014992930870509
RHEA:29366,SAPIG0159,1,0,R01664,3.1.3.5         3.1.3.89        3.1.3.-,-33.50367807425616,-9.014992930870509
RHEA:29366,SAPIG1104,1,0,R01664,3.1.3.5         3.1.3.89        3.1.3.-,-33.50367807425616,-9.014992930870509
RHEA:31286,SAPIG1303,1,0,R00848,1.1.5.3,7.122087975656086,1.4372803922738329
RHEA:21748,SAPIG1836,1,0,R02260,1.1.1.283       1.2.1.49,8.188486643724445,1.6524860877384964
RHEA:24571,SAPIG2249,1,0,R03255,3.2.1.85,,
RHEA:47851,SAPIG2134,1,0,R10712,2.5.1.3,-51.37766318575885,-8.294658324934588
RHEA:52335,SAPIG2009,1,0,R11713,1.14.14.47,-45.11893901930006,-3.642109819159592
RHEA:17132,SAPIG1066,1,1,R04463,6.3.5.3,,
RHEA:17132,SAPIG1067,1,1,R04463,6.3.5.3,,
RHEA:11171,SAPIG0242,1,0,R05305,1.1.1.35        1.1.1.259,15.619464251610225,3.1521022744167104
RHEA:25184,SAPIG2423,1,0,R01154,2.3.1.57,-26.23392170788216,-5.294163932271907
RHEA:40526,SAPIG1144,1,1,R02164,1.3.5.1,,
RHEA:40526,SAPIG1145,1,1,R02164,1.3.5.1,,
RHEA:19108,SAPIG0181,1,0,R02549,1.2.1.3         1.2.1.19        1.2.1.-,-53.24287878405312,-10.744734685404183
RHEA:19108,SAPIG2164,1,0,R02549,1.2.1.3         1.2.1.19        1.2.1.-,-53.24287878405312,-10.744734685404183
RHEA:30686,SAPIG0169,1,0,R00414,3.2.1.183       5.1.3.14,-40.324316144049504,-10.85025423701528
RHEA:30686,SAPIG0178,1,0,R00414,3.2.1.183       5.1.3.14,-40.324316144049504,-10.85025423701528
RHEA:30686,SAPIG2153,1,0,R00414,3.2.1.183       5.1.3.14,-40.324316144049504,-10.85025423701528
RHEA:11095,SAPIG1472,1,0,R00842,1.1.1.8         1.1.1.94,22.626718063219414,4.566208438442884
RHEA:28585,SAPIG1467,1,0,R02331,2.7.4.6,-1.551806835237926,-0.3131639969216357
RHEA:27974,SAPIG0787,1,0,R10002,4.3.99.3,-72.10389012763352,-19.401334335538074
RHEA:28037,SAPIG0808,1,1,R02017,1.17.4.1,,
RHEA:28037,SAPIG0809,1,1,R02017,1.17.4.1,,
RHEA:12248,SAPIG0814,1,0,R03191,1.3.1.98,55.42204945372828,11.184504495275679
RHEA:19664,SAPIG2214,1,0,R00758,1.1.1.17,11.344524567013877,2.2893936125993726
RHEA:11355,SAPIG1764,1,0,R00315,2.7.2.1         2.7.2.15,13.990414860694386,2.8233502629824128
RHEA:59415,SAPIG2071,1,0,R00348,3.5.1.3,-25.312348730363325,-6.810913248455952
RHEA:31554,SAPIG2613,1,0,R09793,2.5.1.96,26.499045038415687,7.130223230018916
RHEA:24255,SAPIG1658,1,0,R00125,3.6.1.41,-60.9553827403071,-16.401552787262894
RHEA:14729,SAPIG2167,1,0,R01070,4.1.2.13,4.933086995375874,1.3273690217568774
RHEA:14729,SAPIG2654,1,0,R01070,4.1.2.13,4.933086995375874,1.3273690217568774
RHEA:15805,SAPIG2480,1,0,R12934,6.3.3.3,,
RHEA:23587,SAPIG1717,1,0,R02237,6.3.2.12        6.3.2.17,-20.32573609617623,-2.7345709151044666
RHEA:31134,SAPIG1070,1,0,R04326,2.1.2.2,,
RHEA:23176,SAPIG1785,1,0,R00236,6.2.1.1,-8.201438782231207,-1.1033999383726332
RHEA:23455,SAPIG0631,1,0,R02089,2.7.1.76        2.7.1.145,-13.491545285740358,-2.722675368087232
RHEA:30238,SAPIG2605,1,0,R00245,1.2.1.88,-50.88112272422086,-10.268118040435246
RHEA:15136,SAPIG0941,1,0,R00243,1.4.1.2         1.4.1.3         1.4.1.14,16.300842958771312,2.63168689207535
RHEA:59124,SAPIG0132,1,0,R12308,6.3.2.54,,
RHEA:19924,SAPIG0264,1,1,R01525,1.1.1.137       1.1.1.405,20.669804369898657,4.17129142949889
RHEA:19924,SAPIG0269,1,1,R01525,1.1.1.137       1.1.1.405,20.669804369898657,4.17129142949889
RHEA:31802,SAPIG2137,1,0,R09993,3.5.99.2        3.5.99.-,52.28091626778766,14.067473115308184
RHEA:40666,SAPIG2581,1,1,R00590,4.3.1.17,-6.115987581408831,-2.4684865056976233
RHEA:40666,SAPIG2582,1,1,R00590,4.3.1.17,-6.115987581408831,-2.4684865056976233
RHEA:17976,SAPIG0576,1,0,R01132,2.4.2.8,30.57142584089121,6.169498477855967
RHEA:35663,SAPIG0333,1,0,R02687,3.1.1.3,,
RHEA:35663,SAPIG2721,1,0,R02687,3.1.1.3,,
RHEA:31150,SAPIG0162,1,0,R04880,1.1.1.1,17.618647962000182,3.5555496282430354
RHEA:31150,SAPIG0686,1,0,R04880,1.1.1.1,17.618647962000182,3.5555496282430354
RHEA:33806,SAPIG2729,1,0,R01163,1.1.1.23,-36.38364716325964,-7.342439863970547
RHEA:31142,SAPIG2095,1,0,R04440,1.1.1.86,15.621665317365341,3.1525464627871362
RHEA:17756,SAPIG2176,1,0,R01291,4.4.1.21,-32.71733121102406,-8.803406865676772
RHEA:33370,SAPIG0207,1,0,R02738,2.7.1.199,,
RHEA:33370,SAPIG0254,1,0,R02738,2.7.1.199,,
RHEA:33370,SAPIG0279,1,0,R02738,2.7.1.199,,
RHEA:13188,SAPIG1725,1,0,R00084,2.5.1.61,-149.3424702592437,-13.394761322243394
RHEA:27885,SAPIG0159,1,0,R03929,3.1.4.16,-32.958188047100975,-13.302323028552117
RHEA:27885,SAPIG1290,1,0,R03929,3.1.4.16,-32.958188047100975,-13.302323028552117
RHEA:17436,SAPIG2659,1,0,R01025,1.1.99.1,,
RHEA:30350,SAPIG1467,1,0,R00722,2.7.4.6,1.3052233983859196,0.2634019692608874
RHEA:14084,SAPIG1373,1,1,R02340,4.1.2.8         4.2.1.20,2.0646981253956653,0.5555580782375568
RHEA:14084,SAPIG1374,1,1,R02340,4.1.2.8         4.2.1.20,2.0646981253956653,0.5555580782375568
RHEA:20373,SAPIG1785,1,0,R01354,6.2.1.1         6.2.1.17,-1.1456978929813886,-0.15413917217161782
RHEA:16344,SAPIG0666,1,0,R03245,2.7.4.2,0.6277817721918382,0.1266901553143378
RHEA:13520,SAPIG0548,1,0,R02094,2.7.4.9         2.7.4.12,-1.659525171797327,-0.33490220818136374
RHEA:30835,SAPIG0168,1,0,R12552,1.1.1.367,4.1821505243513,0.8439832485548773
RHEA:22195,SAPIG1071,1,0,R04560,2.1.2.3,,
RHEA:27641,SAPIG0150,1,0,R02297,2.4.2.1,10.692006928442908,2.157711609970855
RHEA:27641,SAPIG1184,1,0,R02297,2.4.2.1,10.692006928442908,2.157711609970855
RHEA:27641,SAPIG2180,1,0,R02297,2.4.2.1,10.692006928442908,2.157711609970855
RHEA:12768,SAPIG1291,1,1,R01196,1.2.7.1         1.2.7.11,-39.101038931691164,-3.9454129720209212
RHEA:12768,SAPIG1292,1,1,R01196,1.2.7.1         1.2.7.11,-39.101038931691164,-3.9454129720209212
RHEA:10303,SAPIG0851,1,0,R01061,1.2.1.12        1.2.1.59,18.27730129582065,2.9507758810007325
RHEA:10303,SAPIG1741,1,0,R01061,1.2.1.12        1.2.1.59,18.27730129582065,2.9507758810007325
RHEA:28033,SAPIG0808,1,1,R02019,1.17.4.1,,
RHEA:28033,SAPIG0809,1,1,R02019,1.17.4.1,,
RHEA:28377,SAPIG2123,1,0,R04617,6.3.2.10,-32.90704200949597,-4.427226623207866
RHEA:23536,SAPIG2547,1,0,R08639,5.4.2.2         5.4.2.5,-8.58530125418008,-3.4651313481592494
RHEA:30870,SAPIG0181,1,0,R02678,1.2.1.3,-44.05960183584608,-8.89149390270206
RHEA:30870,SAPIG2164,1,0,R02678,1.2.1.3,-44.05960183584608,-8.89149390270206
RHEA:27697,SAPIG2092,1,0,R05070,4.2.1.9,-36.928253986879895,-14.904689624073646
RHEA:30698,SAPIG0181,1,0,R00904,1.2.1.3         1.2.1.5         1.2.1.19,-46.562161711748104,-9.39652560863151
RHEA:30698,SAPIG2164,1,0,R00904,1.2.1.3         1.2.1.5         1.2.1.19,-46.562161711748104,-9.39652560863151
RHEA:49288,SAPIG0408,1,0,R12433,6.3.1.20,,
RHEA:49288,SAPIG1025,1,0,R12433,6.3.1.20,,
RHEA:13457,SAPIG1582,1,1,R07599,1.2.4.4,,
RHEA:13457,SAPIG1583,1,1,R07599,1.2.4.4,,
RHEA:56963,SAPIG1751,1,0,R02320,2.7.1.40,,
RHEA:17944,SAPIG1352,1,0,R04425,4.2.1.99,-2.854631431287544,-1.152163746750184
RHEA:41811,SAPIG2141,1,0,R04954,2.3.1.85        2.3.1.86        2.3.1.-         4.2.1.59,,
RHEA:25200,SAPIG0634,1,0,R07280,3.1.3.104,-32.17026292354421,-8.656204617213076
RHEA:25200,SAPIG0971,1,0,R07280,3.1.3.104,-32.17026292354421,-8.656204617213076
RHEA:17340,SAPIG2574,1,0,R00816,1.13.11.2,-245.35473117688443,-66.01875657391848
RHEA:27797,SAPIG1468,1,0,R09247,2.5.1.30,-324.9885859542014,-26.23386422079369
RHEA:16128,SAPIG2077,1,0,R00760,2.7.1.1         2.7.1.4,-14.57516439191238,-2.9413562520243435
RHEA:77642,SAPIG1757,1,0,R00508,3.1.3.7,-29.34180731794526,-7.895138705785628
RHEA:19500,SAPIG2645,1,0,R00489,4.1.1.11        4.1.1.15,-34.0065125871084,-9.15029298863473
RHEA:63916,SAPIG1675,1,0,R08232,2.7.1.48,,
RHEA:18256,SAPIG1755,1,0,R00216,1.1.1.40,-5.007742919847175,-0.8084742264174484
RHEA:14965,SAPIG1406,1,0,R01421,3.6.1.7,,
RHEA:23447,SAPIG0252,1,0,R00703,1.1.1.27,23.708883675875995,4.784595998605116
RHEA:23447,SAPIG2650,1,0,R00703,1.1.1.27,23.708883675875995,4.784595998605116
RHEA:41823,SAPIG0980,1,0,R04952,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,,
RHEA:27289,SAPIG0140,1,0,R09078,1.1.1.304,15.619294023529164,3.152067921361264
RHEA:14112,SAPIG1569,1,0,R01251,1.5.1.2,15.208783968749458,3.069224511593951
RHEA:27969,SAPIG0788,1,0,R09959,4.1.2.50,-88.83079740520918,-17.926591720989666
RHEA:34767,SAPIG1602,1,0,R02300,2.1.2.10,44.618658127474646,18.00862968146113
RHEA:24631,SAPIG2453,1,0,R00787,1.7.1.4         1.7.1.15,378.72272587621944,38.21426735186069
RHEA:19524,SAPIG0662,1,0,R00230,2.3.1.8,8.672467245030703,1.7501562977774705
RHEA:27661,SAPIG0153,1,0,R02749,5.4.2.7,-9.206415404478093,-3.715820526006682
RHEA:19204,SAPIG0632,1,0,R01967,2.7.1.113       2.7.1.145,-15.457229036018248,-3.1193622275226414
RHEA:21543,SAPIG1372,1,0,R03509,5.3.1.24,-9.793638701096938,-3.9528309457042616
RHEA:13412,SAPIG0805,1,0,R07605,1.7.1.13,-82.0665626601708,-11.041018848774666
RHEA:38959,SAPIG0243,1,0,R07934,1.3.3.6,,
RHEA:13680,SAPIG1221,1,0,R01529,5.1.3.1,-3.3881578544159083,-1.3675014593264598
RHEA:69180,SAPIG2282,1,0,R11319,2.7.4.3,7.320496749962558,1.4773204819133472
RHEA:13512,SAPIG0565,1,0,R00416,2.7.7.23,-10.76128425702018,-2.1716921935207307
RHEA:20408,SAPIG1399,1,0,R02733,3.5.1.47,-24.35405647867364,-6.553061025319633
RHEA:11708,SAPIG0467,1,0,R08240,1.1.1.205,16.478036941116898,3.32536743151498
RHEA:20204,SAPIG0193,1,0,R00686,5.1.1.11,-66.97644036723739,-10.813000323856304
RHEA:11599,SAPIG1201,1,0,R00965,4.1.1.23,-39.81300571313707,-10.712673523938355
RHEA:21211,SAPIG2108,1,0,R00582,3.1.3.3,-27.483918147604577,-7.395227690050559
RHEA:10843,SAPIG1331,1,0,R01466,4.2.3.1,-46.487300743648284,-12.508557617178724
RHEA:31258,SAPIG2095,1,0,R05071,1.1.1.86        5.4.99.3,0.00017690392297708968,7.140056137480355e-5
RHEA:33802,SAPIG2729,1,0,R03012,1.1.1.23,19.173228576556312,3.8692733905930363
RHEA:52387,SAPIG0127,1,0,R11705,2.5.1.140,-43.79484962267793,-8.838065306186776
RHEA:22147,SAPIG1352,1,0,R01900,4.2.1.3,-0.8211704982827541,-0.33143433777559056
RHEA:22587,SAPIG0425,1,0,R00310,4.98.1.1,,
RHEA:10508,SAPIG1344,1,0,R06590,2.2.1.1,2.9266975442405396,0.5906252504646161
RHEA:25294,SAPIG0181,1,0,R05238,1.2.1.3,-55.637470075038664,-11.227977678443194
RHEA:25294,SAPIG2164,1,0,R05238,1.2.1.3,-55.637470075038664,-11.227977678443194
RHEA:16373,SAPIG2172,1,0,R04391,2.7.1.33,-17.837073554960057,-3.599629232848466
RHEA:17240,SAPIG1274,1,0,R00161,2.7.7.2,-10.327291537738226,-2.084109840151094
RHEA:10543,SAPIG0581,1,0,R03504,4.1.2.25,-9.960813736854533,-2.680203207075948
RHEA:15764,SAPIG1330,1,0,R01775,1.1.1.3,19.43926068285714,3.92296027727689
RHEA:30798,SAPIG1093,1,0,R01933,1.2.1.-,-32.762275513064196,-4.407750120671834
RHEA:30798,SAPIG1414,1,0,R01933,1.2.1.-,-32.762275513064196,-4.407750120671834
RHEA:30798,SAPIG1415,1,0,R01933,1.2.1.-,-32.762275513064196,-4.407750120671834
RHEA:30798,SAPIG1584,1,0,R01933,1.2.1.-,-32.762275513064196,-4.407750120671834
RHEA:30890,SAPIG0580,1,0,R03066,2.5.1.15,-9.616189835822041,-2.5874736260212594
RHEA:30818,SAPIG0025,1,0,R02323,3.1.3.5         3.1.3.-,-11.557788167268875,-3.1099086611773745
RHEA:30818,SAPIG0159,1,0,R02323,3.1.3.5         3.1.3.-,-11.557788167268875,-3.1099086611773745
RHEA:30818,SAPIG1104,1,0,R02323,3.1.3.5         3.1.3.-,-11.557788167268875,-3.1099086611773745
RHEA:56519,SAPIG0661,1,0,R11522,1.3.98.5,96.90927319650257,13.037917969274568
RHEA:20049,SAPIG2723,1,0,R04037,3.5.4.19,-0.01175335648588316,-0.00474379672879797
RHEA:16828,SAPIG1675,1,0,R00964,2.7.1.48        2.7.1.213,-21.40540189344449,-4.319739454967182
RHEA:15612,SAPIG0566,1,0,R01049,2.7.6.1,-3.3936417727848607,-0.68485741752941
RHEA:23479,SAPIG0790,1,0,R03508,4.1.1.48,-89.54888251906905,-24.09534084847442
RHEA:23479,SAPIG1371,1,0,R03508,4.1.1.48,-89.54888251906905,-24.09534084847442
RHEA:29382,SAPIG0025,1,0,R01968,3.1.3.5         3.1.3.89,-31.299361772646414,-8.421867130402536
RHEA:29382,SAPIG0159,1,0,R01968,3.1.3.5         3.1.3.89,-31.299361772646414,-8.421867130402536
RHEA:29382,SAPIG1104,1,0,R01968,3.1.3.5         3.1.3.89,-31.299361772646414,-8.421867130402536
RHEA:78954,SAPIG2059,1,0,R02052,3.1.4.3,,
RHEA:22435,SAPIG0242,1,0,R01778,1.1.1.35        1.1.1.211,,
RHEA:25427,SAPIG0465,1,0,R01229,2.4.2.8         2.4.2.22,32.18248011036411,6.49461896503854
RHEA:25427,SAPIG0576,1,0,R01229,2.4.2.8         2.4.2.22,32.18248011036411,6.49461896503854
RHEA:18796,SAPIG0153,1,0,R01057,5.4.2.2         5.4.2.7,-11.473819726465877,-4.630972314215189
RHEA:30938,SAPIG0025,1,0,R03346,3.1.3.5         3.1.3.-,-44.564046096128884,-11.991058403712556
RHEA:30938,SAPIG0159,1,0,R03346,3.1.3.5         3.1.3.-,-44.564046096128884,-11.991058403712556
RHEA:30938,SAPIG1104,1,0,R03346,3.1.3.5         3.1.3.-,-44.564046096128884,-11.991058403712556
RHEA:28057,SAPIG0235,1,0,R06987,2.3.1.54,-3.5586346187342173,-0.718153970893962
RHEA:33034,SAPIG0260,1,0,R00875,1.1.1.14        1.1.1.15,-8.549203555054078,-1.7252809402575568
RHEA:28073,SAPIG1113,1,0,R07411,2.5.1.141,-55.104336057582714,-11.120388011991057
RHEA:21527,SAPIG2096,1,0,R01213,2.3.3.13,-26.483168367753365,-5.3444634144317895
