RHEA_ID,LOWER_BOUND,UPPER_BOUND,REASON
23707,0,1000,KEGG
21871,0,1000,KEGG
25200,0,1000,KEGG
26155,0,1000,KEGG
20775,0,1000,KEGG
15056,0,1000,KEGG
17132,0,1000,metacyc
17456,0,1000,metacyc
19320,0,1000,metacyc
22631,0,1000,metacyc
23035,0,1000,metacyc
18369,0,1000,metacyc
19465,0,1000,metacyc
10488,0,1000,metacyc
